,class,count,sum,aspect,elevation_below,year,percent_snow_cover,km2_snow,km2_all
266,270_3600,6,0,270,3600,2018,0.0,0.0,0.06
267,225_2000,4969,0,225,2000,2018,0.0,0.0,49.69000000000001
268,315_1900,7684,0,315,1900,2018,0.0,0.0,76.84000000000002
269,45_2700,3600,33,45,2700,2018,0.0091666666666666,0.33,36.00000000000001
270,225_1900,5318,0,225,1900,2018,0.0,0.0,53.18000000000001
271,135_2800,2477,7,135,2800,2018,0.0028259991925716,0.07,24.770000000000003
272,180_3600,14,1,180,3600,2018,0.0714285714285714,0.01,0.14
273,0_2700,3882,40,0,2700,2018,0.0103039670273055,0.4000000000000001,38.82000000000001
274,135_2000,6408,0,135,2000,2018,0.0,0.0,64.08000000000001
275,90_2800,2628,21,90,2800,2018,0.0079908675799086,0.21,26.280000000000005
276,270_2700,3510,10,270,2700,2018,0.0028490028490028,0.1,35.10000000000001
277,315_4000,0,0,315,4000,2018,,0.0,0.0
278,90_2000,6674,0,90,2000,2018,0.0,0.0,66.74000000000001
279,315_2500,4876,7,315,2500,2018,0.0014356029532403,0.07,48.76000000000001
280,45_3000,1749,274,45,3000,2018,0.1566609491137793,2.7400000000000007,17.490000000000002
281,225_3400,187,25,225,3400,2018,0.1336898395721925,0.25,1.8700000000000003
282,180_4000,0,0,180,4000,2018,,0.0,0.0
283,45_1500,51439,0,45,1500,2018,0.0,0.0,514.3900000000001
284,45_3800,0,0,45,3800,2018,,0.0,0.0
285,135_1700,7230,1,135,1700,2018,0.0001383125864453,0.01,72.30000000000001
286,180_2500,3733,5,180,2500,2018,0.001339405304045,0.05,37.330000000000005
287,0_1600,7916,3,0,1600,2018,0.0003789792824658,0.03,79.16000000000001
288,0_3900,0,0,0,3900,2018,,0.0,0.0
289,135_3200,775,186,135,3200,2018,0.24,1.8600000000000003,7.750000000000002
290,270_1600,6992,0,270,1600,2018,0.0,0.0,69.92000000000002
291,90_1700,6826,0,90,1700,2018,0.0,0.0,68.26000000000002
292,0_3100,1406,418,0,3100,2018,0.2972972972972973,4.180000000000001,14.060000000000002
293,270_3900,0,0,270,3900,2018,,0.0,0.0
294,90_3200,897,250,90,3200,2018,0.2787068004459309,2.5000000000000004,8.970000000000002
295,315_3700,5,2,315,3700,2018,0.4,0.02,0.05
296,225_2300,4678,1,225,2300,2018,0.0002137665669089,0.01,46.78000000000001
297,270_3100,1147,191,270,3100,2018,0.1665213600697471,1.9100000000000004,11.470000000000002
298,225_1800,5458,0,225,1800,2018,0.0,0.0,54.58000000000001
299,45_2600,4047,5,45,2600,2018,0.0012354830738818,0.05,40.470000000000006
300,0_2600,4177,14,0,2600,2018,0.0033516878142207,0.14,41.77000000000001
301,180_3500,59,24,180,3500,2018,0.4067796610169492,0.24,0.5900000000000001
302,135_2700,3038,8,135,2700,2018,0.0026333113890717,0.08,30.38000000000001
303,90_2900,2018,60,90,2900,2018,0.0297324083250743,0.6000000000000001,20.180000000000003
304,270_2600,4549,2,270,2600,2018,0.0004396570674873,0.02,45.49000000000001
305,90_2100,6391,0,90,2100,2018,0.0,0.0,63.91000000000001
306,315_2400,5516,3,315,2400,2018,0.0005438723712835,0.03,55.16000000000001
307,225_3300,369,72,225,3300,2018,0.1951219512195122,0.7200000000000002,3.690000000000001
308,45_3700,2,1,45,3700,2018,0.5,0.01,0.02
309,0_1500,65981,0,0,1500,2018,0.0,0.0,659.8100000000002
310,180_2400,4275,4,180,2400,2018,0.0009356725146198,0.04,42.75000000000001
311,135_3900,0,0,135,3900,2018,,0.0,0.0
312,135_1600,7489,0,135,1600,2018,0.0,0.0,74.89000000000001
313,0_3800,0,0,0,3800,2018,,0.0,0.0
314,135_3100,1097,144,135,3100,2018,0.1312670920692798,1.4400000000000004,10.970000000000002
315,90_1800,6895,0,90,1800,2018,0.0,0.0,68.95000000000002
316,270_1500,50205,0,270,1500,2018,0.0,0.0,502.0500000000001
317,270_3800,3,2,270,3800,2018,0.6666666666666666,0.02,0.03
318,90_3300,543,181,90,3300,2018,0.3333333333333333,1.8100000000000005,5.4300000000000015
319,0_3000,1980,469,0,3000,2018,0.2368686868686868,4.690000000000001,19.800000000000004
320,315_3600,16,8,315,3600,2018,0.5,0.08,0.16
321,270_3000,1616,164,270,3000,2018,0.1014851485148514,1.6400000000000003,16.160000000000004
322,45_4000,0,0,45,4000,2018,,0.0,0.0
323,225_4500,0,0,225,4500,2018,,0.0,0.0
324,225_2200,4853,0,225,2200,2018,0.0,0.0,48.53000000000001
325,45_2900,2271,219,45,2900,2018,0.0964332892998679,2.1900000000000004,22.710000000000004
326,180_3000,1313,67,180,3000,2018,0.051028179741051,0.6700000000000002,13.130000000000004
327,0_2500,4419,8,0,2500,2018,0.0018103643358225,0.08,44.19000000000001
328,180_1500,59986,0,180,1500,2018,0.0,0.0,599.8600000000001
329,180_3800,0,0,180,3800,2018,,0.0,0.0
330,0_4000,0,0,0,4000,2018,,0.0,0.0
331,90_2600,3965,6,90,2600,2018,0.0015132408575031,0.06,39.650000000000006
332,135_2200,5791,0,135,2200,2018,0.0,0.0,57.91000000000001
333,135_4500,0,0,135,4500,2018,,0.0,0.0
334,270_2900,2202,81,270,2900,2018,0.0367847411444141,0.8100000000000002,22.020000000000003
335,225_3600,9,2,225,3600,2018,0.2222222222222222,0.02,0.09
336,45_3200,931,329,45,3200,2018,0.3533834586466165,3.2900000000000005,9.310000000000002
337,315_2700,3813,17,315,2700,2018,0.004458431681091,0.17,38.13000000000001
338,270_2100,6600,0,270,2100,2018,0.0,0.0,66.00000000000001
339,315_1600,8359,1,315,1600,2018,0.0001196315348725,0.01,83.59000000000002
340,45_1700,6635,0,45,1700,2018,0.0,0.0,66.35000000000001
341,0_3700,6,1,0,3700,2018,0.1666666666666666,0.01,0.06
342,180_2700,2778,2,180,2700,2018,0.0007199424046076,0.02,27.780000000000005
343,135_1900,6908,1,135,1900,2018,0.0001447596988998,0.01,69.08000000000001
344,270_1800,7185,0,270,1800,2018,0.0,0.0,71.85000000000001
345,225_4000,0,0,225,4000,2018,,0.0,0.0
346,90_1500,49138,0,90,1500,2018,0.0,0.0,491.3800000000001
347,90_3800,1,0,90,3800,2018,0.0,0.0,0.01
348,315_3100,1502,350,315,3100,2018,0.233022636484687,3.500000000000001,15.020000000000003
349,135_3400,178,49,135,3400,2018,0.2752808988764045,0.4900000000000001,1.7800000000000002
350,225_2500,4185,6,225,2500,2018,0.0014336917562724,0.06,41.85000000000001
351,270_3300,477,132,270,3300,2018,0.2767295597484276,1.3200000000000005,4.770000000000001
352,45_2000,6015,0,45,2000,2018,0.0,0.0,60.15000000000001
353,90_3000,1535,152,90,3000,2018,0.0990228013029315,1.5200000000000002,15.350000000000003
354,315_3900,0,0,315,3900,2018,,0.0,0.0
355,45_2800,2875,121,45,2800,2018,0.0420869565217391,1.2100000000000002,28.750000000000007
356,135_2900,1850,32,135,2900,2018,0.0172972972972972,0.32,18.500000000000004
357,0_2400,4887,7,0,2400,2018,0.0014323715981174,0.07,48.87000000000001
358,180_3700,3,1,180,3700,2018,0.3333333333333333,0.01,0.03
359,135_2100,5999,0,135,2100,2018,0.0,0.0,59.99000000000001
360,90_2700,3181,10,90,2700,2018,0.0031436655139893,0.1,31.81000000000001
361,270_2800,2817,18,270,2800,2018,0.0063897763578274,0.18,28.170000000000005
362,225_3500,59,17,225,3500,2018,0.288135593220339,0.17,0.5900000000000001
363,45_3100,1432,324,45,3100,2018,0.2262569832402234,3.2400000000000007,14.320000000000002
364,315_2600,4238,6,315,2600,2018,0.0014157621519584,0.06,42.38000000000001
365,270_2000,6859,0,270,2000,2018,0.0,0.0,68.59000000000002
366,315_1500,64359,0,315,1500,2018,0.0,0.0,643.5900000000001
367,45_3900,0,0,45,3900,2018,,0.0,0.0
368,45_1600,6683,1,45,1600,2018,0.0001496333981744,0.01,66.83000000000001
369,135_1800,7094,0,135,1800,2018,0.0,0.0,70.94000000000001
370,0_3600,13,9,0,3600,2018,0.6923076923076923,0.09,0.13
371,180_2600,3292,10,180,2600,2018,0.0030376670716889,0.1,32.92000000000001
372,90_1600,6756,0,90,1600,2018,0.0,0.0,67.56000000000002
373,90_3900,0,0,90,3900,2018,,0.0,0.0
374,270_1700,7112,0,270,1700,2018,0.0,0.0,71.12000000000002
375,315_3000,1956,268,315,3000,2018,0.1370143149284253,2.6800000000000006,19.56
376,135_3300,415,117,135,3300,2018,0.2819277108433735,1.1700000000000002,4.150000000000001
377,90_3100,1274,251,90,3100,2018,0.1970172684458399,2.5100000000000007,12.740000000000002
378,225_2400,4290,3,225,2400,2018,0.0006993006993006,0.03,42.900000000000006
379,315_3800,0,0,315,3800,2018,,0.0,0.0
380,270_3200,827,180,270,3200,2018,0.2176541717049576,1.8000000000000005,8.270000000000001
381,180_3200,694,117,180,3200,2018,0.1685878962536023,1.1700000000000002,6.940000000000001
382,0_2300,5476,3,0,2300,2018,0.0005478451424397,0.03,54.76000000000001
383,180_1700,6925,0,180,1700,2018,0.0,0.0,69.25000000000001
384,225_3000,1344,63,225,3000,2018,0.046875,0.6300000000000001,13.440000000000005
385,90_2400,5069,3,90,2400,2018,0.000591832708621,0.03,50.69000000000001
386,135_2400,4815,5,135,2400,2018,0.0010384215991692,0.05,48.15000000000001
387,315_2100,6963,0,315,2100,2018,0.0,0.0,69.63000000000001
388,45_3400,235,111,45,3400,2018,0.4723404255319149,1.1100000000000003,2.3500000000000005
389,270_2300,6233,0,270,2300,2018,0.0,0.0,62.33000000000001
390,225_1500,46006,0,225,1500,2018,0.0,0.0,460.0600000000001
391,225_3800,0,0,225,3800,2018,,0.0,0.0
392,315_2900,2481,139,315,2900,2018,0.0560257960499798,1.3900000000000003,24.81000000000001
393,315_1800,7739,0,315,1800,2018,0.0,0.0,77.39000000000001
394,45_1900,6281,0,45,1900,2018,0.0,0.0,62.81000000000001
395,180_2100,5619,0,180,2100,2018,0.0,0.0,56.19000000000001
396,0_3500,70,22,0,3500,2018,0.3142857142857143,0.22,0.7000000000000002
397,180_2900,1697,24,180,2900,2018,0.0141426045963464,0.24,16.970000000000002
398,90_3600,16,7,90,3600,2018,0.4375,0.07,0.16
399,135_3600,7,2,135,3600,2018,0.2857142857142857,0.02,0.07
400,45_4500,0,0,45,4500,2018,,0.0,0.0
401,315_3300,603,200,315,3300,2018,0.3316749585406301,2.0000000000000004,6.030000000000001
402,45_2200,5592,0,45,2200,2018,0.0,0.0,55.92000000000001
403,225_2700,3236,3,225,2700,2018,0.0009270704573547,0.03,32.36000000000001
404,270_3500,50,6,270,3500,2018,0.12,0.06,0.5000000000000001
405,180_3100,939,87,180,3100,2018,0.0926517571884984,0.8700000000000002,9.390000000000002
406,180_1600,7358,0,180,1600,2018,0.0,0.0,73.58000000000001
407,0_4500,0,0,0,4500,2018,,0.0,0.0
408,180_3900,0,0,180,3900,2018,,0.0,0.0
409,0_2200,5614,0,0,2200,2018,0.0,0.0,56.14000000000001
410,90_2500,4447,3,90,2500,2018,0.0006746120980436,0.03,44.470000000000006
411,315_2000,7244,0,315,2000,2018,0.0,0.0,72.44000000000001
412,135_2300,5492,4,135,2300,2018,0.0007283321194464,0.04,54.92000000000001
413,270_2200,6373,0,270,2200,2018,0.0,0.0,63.73000000000001
414,270_4500,0,0,270,4500,2018,,0.0,0.0
415,45_3300,524,172,45,3300,2018,0.3282442748091603,1.7200000000000004,5.240000000000001
416,90_4000,0,0,90,4000,2018,,0.0,0.0
417,225_3700,2,0,225,3700,2018,0.0,0.0,0.02
418,315_2800,3213,68,315,2800,2018,0.0211640211640211,0.6800000000000002,32.13000000000001
419,315_1700,8090,0,315,1700,2018,0.0,0.0,80.90000000000002
420,45_1800,6573,0,45,1800,2018,0.0,0.0,65.73000000000002
421,180_2000,6074,0,180,2000,2018,0.0,0.0,60.74000000000001
422,0_3400,245,95,0,3400,2018,0.3877551020408163,0.9500000000000002,2.4500000000000006
423,0_1900,6671,0,0,1900,2018,0.0,0.0,66.71000000000001
424,180_2800,2162,3,180,2800,2018,0.0013876040703052,0.03,21.620000000000005
425,90_3700,7,3,90,3700,2018,0.4285714285714285,0.03,0.07
426,135_3500,60,31,135,3500,2018,0.5166666666666667,0.31,0.6000000000000001
427,270_1900,7123,0,270,1900,2018,0.0,0.0,71.23000000000002
428,315_3200,1001,280,315,3200,2018,0.2797202797202797,2.8000000000000007,10.010000000000002
429,270_3400,189,59,270,3400,2018,0.3121693121693121,0.5900000000000001,1.8900000000000003
430,45_2100,5815,0,45,2100,2018,0.0,0.0,58.15000000000001
431,225_2600,3790,0,225,2600,2018,0.0,0.0,37.900000000000006
432,225_1700,5538,0,225,1700,2019,0.0,0.0,55.38000000000001
433,45_2500,4676,5,45,2500,2019,0.0010692899914456,0.05,46.76000000000001
434,180_3400,166,47,180,3400,2019,0.2831325301204819,0.4700000000000001,1.6600000000000004
435,135_2600,3802,3,135,2600,2019,0.0007890583903208,0.03,38.02000000000001
436,0_2900,2531,572,0,2900,2019,0.2259976293954958,5.7200000000000015,25.31000000000001
437,180_1900,6190,0,180,1900,2019,0.0,0.0,61.90000000000001
438,0_2100,6027,0,0,2100,2019,0.0,0.0,60.27000000000001
439,90_2200,6087,0,90,2200,2019,0.0,0.0,60.87000000000001
440,90_4500,0,0,90,4500,2019,,0.0,0.0
441,315_2300,6179,0,315,2300,2019,0.0,0.0,61.79000000000001
442,270_2500,5218,0,270,2500,2019,0.0,0.0,52.18000000000001
443,225_3200,634,148,225,3200,2019,0.2334384858044164,1.4800000000000002,6.340000000000002
444,270_4000,0,0,270,4000,2019,,0.0,0.0
445,225_2900,1838,45,225,2900,2019,0.0244831338411316,0.45,18.380000000000003
446,180_2300,4910,0,180,2300,2019,0.0,0.0,49.10000000000001
447,45_3600,9,6,45,3600,2019,0.6666666666666666,0.06,0.09
448,135_1500,59259,0,135,1500,2019,0.0,0.0,592.5900000000001
449,135_3800,1,0,135,3800,2019,0.0,0.0,0.01
450,0_1800,6962,0,0,1800,2019,0.0,0.0,69.62000000000002
451,90_1900,6982,0,90,1900,2019,0.0,0.0,69.82000000000001
452,135_3000,1384,84,135,3000,2019,0.0606936416184971,0.8400000000000002,13.840000000000003
453,0_3300,586,321,0,3300,2019,0.5477815699658704,3.2100000000000004,5.860000000000001
454,270_3700,5,1,270,3700,2019,0.2,0.01,0.05
455,90_3400,206,114,90,3400,2019,0.5533980582524272,1.14,2.0600000000000005
456,315_3500,72,42,315,3500,2019,0.5833333333333334,0.4200000000000001,0.7200000000000002
457,225_2100,4810,0,225,2100,2019,0.0,0.0,48.10000000000001
458,225_3900,0,0,225,3900,2019,,0.0,0.0
459,45_2400,4792,2,45,2400,2019,0.0004173622704507,0.02,47.92000000000001
460,180_3300,429,131,180,3300,2019,0.3053613053613053,1.3100000000000005,4.290000000000001
461,180_1800,6640,0,180,1800,2019,0.0,0.0,66.40000000000002
462,0_2800,3238,343,0,2800,2019,0.1059295861642989,3.4300000000000006,32.38000000000001
463,135_4000,0,0,135,4000,2019,,0.0,0.0
464,135_2500,4361,3,135,2500,2019,0.0006879156156844,0.03,43.61000000000001
465,0_2000,6474,0,0,2000,2019,0.0,0.0,64.74000000000001
466,90_2300,5643,0,90,2300,2019,0.0,0.0,56.430000000000014
467,315_2200,6775,0,315,2200,2019,0.0,0.0,67.75000000000001
468,315_4500,0,0,315,4500,2019,,0.0,0.0
469,270_2400,5870,0,270,2400,2019,0.0,0.0,58.70000000000001
470,225_1600,5779,0,225,1600,2019,0.0,0.0,57.79000000000001
471,225_3100,1007,174,225,3100,2019,0.1727904667328699,1.7400000000000004,10.070000000000002
472,225_2800,2465,21,225,2800,2019,0.0085192697768762,0.21,24.65000000000001
473,180_4500,0,0,180,4500,2019,,0.0,0.0
474,180_2200,5159,0,180,2200,2019,0.0,0.0,51.59000000000001
475,45_3500,63,35,45,3500,2019,0.5555555555555556,0.3500000000000001,0.6300000000000001
476,135_3700,5,4,135,3700,2019,0.8,0.04,0.05
477,0_1700,7320,0,0,1700,2019,0.0,0.0,73.20000000000002
478,90_3500,64,34,90,3500,2019,0.53125,0.3400000000000001,0.6400000000000001
479,0_3200,1035,593,0,3200,2019,0.5729468599033817,5.9300000000000015,10.35
480,45_2300,5331,1,45,2300,2019,0.0001875820671543,0.01,53.31000000000001
481,315_3400,228,116,315,3400,2019,0.5087719298245614,1.16,2.28
482,270_3600,6,4,270,3600,2019,0.6666666666666666,0.04,0.06
483,225_2000,4969,0,225,2000,2019,0.0,0.0,49.69000000000001
484,315_1900,7684,0,315,1900,2019,0.0,0.0,76.84000000000002
485,45_2700,3600,87,45,2700,2019,0.0241666666666666,0.8700000000000002,36.00000000000001
486,225_1900,5318,0,225,1900,2019,0.0,0.0,53.18000000000001
487,135_2800,2477,15,135,2800,2019,0.0060557125555106,0.15,24.770000000000003
488,180_3600,14,3,180,3600,2019,0.2142857142857142,0.03,0.14
489,0_2700,3882,101,0,2700,2019,0.0260175167439464,1.0100000000000002,38.82000000000001
490,135_2000,6408,0,135,2000,2019,0.0,0.0,64.08000000000001
491,90_2800,2628,62,90,2800,2019,0.0235920852359208,0.6200000000000001,26.280000000000005
492,270_2700,3510,20,270,2700,2019,0.0056980056980056,0.2,35.10000000000001
493,315_4000,0,0,315,4000,2019,,0.0,0.0
494,90_2000,6674,1,90,2000,2019,0.0001498351813005,0.01,66.74000000000001
495,315_2500,4876,1,315,2500,2019,0.0002050861361771,0.01,48.76000000000001
496,45_3000,1749,523,45,3000,2019,0.2990280160091481,5.230000000000001,17.490000000000002
497,225_3400,187,41,225,3400,2019,0.2192513368983957,0.4100000000000001,1.8700000000000003
498,180_4000,0,0,180,4000,2019,,0.0,0.0
499,45_1500,51439,0,45,1500,2019,0.0,0.0,514.3900000000001
500,45_3800,0,0,45,3800,2019,,0.0,0.0
501,135_1700,7230,0,135,1700,2019,0.0,0.0,72.30000000000001
502,180_2500,3733,1,180,2500,2019,0.000267881060809,0.01,37.330000000000005
503,0_1600,7916,0,0,1600,2019,0.0,0.0,79.16000000000001
504,0_3900,0,0,0,3900,2019,,0.0,0.0
505,135_3200,775,313,135,3200,2019,0.4038709677419355,3.130000000000001,7.750000000000002
506,270_1600,6992,0,270,1600,2019,0.0,0.0,69.92000000000002
507,90_1700,6826,0,90,1700,2019,0.0,0.0,68.26000000000002
508,0_3100,1406,728,0,3100,2019,0.5177809388335705,7.280000000000001,14.060000000000002
509,270_3900,0,0,270,3900,2019,,0.0,0.0
510,90_3200,897,404,90,3200,2019,0.4503901895206243,4.040000000000001,8.970000000000002
511,315_3700,5,3,315,3700,2019,0.6,0.03,0.05
512,225_2300,4678,2,225,2300,2019,0.0004275331338178,0.02,46.78000000000001
513,270_3100,1147,353,270,3100,2019,0.3077593722755013,3.5300000000000007,11.470000000000002
514,225_1800,5458,0,225,1800,2019,0.0,0.0,54.58000000000001
515,45_2600,4047,22,45,2600,2019,0.0054361255250803,0.22,40.470000000000006
516,0_2600,4177,18,0,2600,2019,0.004309312903998,0.18,41.77000000000001
517,180_3500,59,22,180,3500,2019,0.3728813559322034,0.22,0.5900000000000001
518,135_2700,3038,12,135,2700,2019,0.0039499670836076,0.12,30.38000000000001
519,90_2900,2018,125,90,2900,2019,0.0619425173439048,1.2500000000000002,20.180000000000003
520,270_2600,4549,5,270,2600,2019,0.0010991426687183,0.05,45.49000000000001
521,90_2100,6391,0,90,2100,2019,0.0,0.0,63.91000000000001
522,315_2400,5516,2,315,2400,2019,0.0003625815808556,0.02,55.16000000000001
523,225_3300,369,98,225,3300,2019,0.2655826558265582,0.9800000000000002,3.690000000000001
524,45_3700,2,1,45,3700,2019,0.5,0.01,0.02
525,0_1500,65981,0,0,1500,2019,0.0,0.0,659.8100000000002
526,180_2400,4275,2,180,2400,2019,0.0004678362573099,0.02,42.75000000000001
527,135_3900,0,0,135,3900,2019,,0.0,0.0
528,135_1600,7489,0,135,1600,2019,0.0,0.0,74.89000000000001
529,0_3800,0,0,0,3800,2019,,0.0,0.0
530,135_3100,1097,282,135,3100,2019,0.2570647219690063,2.8200000000000007,10.970000000000002
531,90_1800,6895,1,90,1800,2019,0.0001450326323422,0.01,68.95000000000002
532,270_1500,50205,0,270,1500,2019,0.0,0.0,502.0500000000001
533,270_3800,3,0,270,3800,2019,0.0,0.0,0.03
534,90_3300,543,250,90,3300,2019,0.4604051565377532,2.5000000000000004,5.4300000000000015
