,class,count,sum,aspect,elevation_below,year,percent_snow_cover,km2_snow,km2_all
535,0_3000,1980,777,0,3000,2019,0.3924242424242424,7.770000000000001,19.800000000000004
536,315_3600,16,4,315,3600,2019,0.25,0.04,0.16
537,270_3000,1616,287,270,3000,2019,0.1775990099009901,2.870000000000001,16.160000000000004
538,45_4000,0,0,45,4000,2019,,0.0,0.0
539,225_4500,0,0,225,4500,2019,,0.0,0.0
540,225_2200,4853,1,225,2200,2019,0.0002060581083865,0.01,48.53000000000001
541,45_2900,2271,394,45,2900,2019,0.1734918538088947,3.940000000000001,22.710000000000004
542,180_3000,1313,110,180,3000,2019,0.0837776085300837,1.1000000000000003,13.130000000000004
543,0_2500,4419,7,0,2500,2019,0.0015840687938447,0.07,44.19000000000001
544,180_1500,59986,0,180,1500,2019,0.0,0.0,599.8600000000001
545,180_3800,0,0,180,3800,2019,,0.0,0.0
546,0_4000,0,0,0,4000,2019,,0.0,0.0
547,90_2600,3965,9,90,2600,2019,0.0022698612862547,0.09,39.650000000000006
548,135_2200,5791,0,135,2200,2019,0.0,0.0,57.91000000000001
549,135_4500,0,0,135,4500,2019,,0.0,0.0
550,270_2900,2202,133,270,2900,2019,0.0603996366939146,1.3300000000000003,22.020000000000003
551,225_3600,9,0,225,3600,2019,0.0,0.0,0.09
552,45_3200,931,508,45,3200,2019,0.5456498388829216,5.080000000000001,9.310000000000002
553,315_2700,3813,33,315,2700,2019,0.008654602675059,0.33,38.13000000000001
554,270_2100,6600,0,270,2100,2019,0.0,0.0,66.00000000000001
555,315_1600,8359,0,315,1600,2019,0.0,0.0,83.59000000000002
556,45_1700,6635,0,45,1700,2019,0.0,0.0,66.35000000000001
557,0_3700,6,4,0,3700,2019,0.6666666666666666,0.04,0.06
558,180_2700,2778,10,180,2700,2019,0.0035997120230381,0.1,27.780000000000005
559,135_1900,6908,0,135,1900,2019,0.0,0.0,69.08000000000001
560,270_1800,7185,1,270,1800,2019,0.0001391788448155,0.01,71.85000000000001
561,225_4000,0,0,225,4000,2019,,0.0,0.0
562,90_1500,49138,0,90,1500,2019,0.0,0.0,491.3800000000001
563,90_3800,1,1,90,3800,2019,1.0,0.01,0.01
564,315_3100,1502,626,315,3100,2019,0.4167776298268975,6.260000000000002,15.020000000000003
565,135_3400,178,62,135,3400,2019,0.348314606741573,0.6200000000000001,1.7800000000000002
566,225_2500,4185,2,225,2500,2019,0.0004778972520908,0.02,41.85000000000001
567,270_3300,477,225,270,3300,2019,0.4716981132075472,2.2500000000000004,4.770000000000001
568,45_2000,6015,0,45,2000,2019,0.0,0.0,60.15000000000001
569,90_3000,1535,247,90,3000,2019,0.1609120521172638,2.4700000000000006,15.350000000000003
570,315_3900,0,0,315,3900,2019,,0.0,0.0
571,45_2800,2875,235,45,2800,2019,0.0817391304347826,2.3500000000000005,28.750000000000007
572,135_2900,1850,72,135,2900,2019,0.0389189189189189,0.7200000000000002,18.500000000000004
573,0_2400,4887,1,0,2400,2019,0.0002046245140167,0.01,48.87000000000001
574,180_3700,3,1,180,3700,2019,0.3333333333333333,0.01,0.03
575,135_2100,5999,0,135,2100,2019,0.0,0.0,59.99000000000001
576,90_2700,3181,27,90,2700,2019,0.0084878968877711,0.2700000000000001,31.81000000000001
577,270_2800,2817,56,270,2800,2019,0.0198793042243521,0.56,28.170000000000005
578,225_3500,59,23,225,3500,2019,0.3898305084745763,0.23,0.5900000000000001
579,45_3100,1432,636,45,3100,2019,0.4441340782122905,6.360000000000001,14.320000000000002
580,315_2600,4238,5,315,2600,2019,0.0011798017932987,0.05,42.38000000000001
581,270_2000,6859,0,270,2000,2019,0.0,0.0,68.59000000000002
582,315_1500,64359,0,315,1500,2019,0.0,0.0,643.5900000000001
583,45_3900,0,0,45,3900,2019,,0.0,0.0
584,45_1600,6683,0,45,1600,2019,0.0,0.0,66.83000000000001
585,135_1800,7094,1,135,1800,2019,0.0001409641950944,0.01,70.94000000000001
586,0_3600,13,9,0,3600,2019,0.6923076923076923,0.09,0.13
587,180_2600,3292,2,180,2600,2019,0.0006075334143377,0.02,32.92000000000001
588,90_1600,6756,0,90,1600,2019,0.0,0.0,67.56000000000002
589,90_3900,0,0,90,3900,2019,,0.0,0.0
590,270_1700,7112,0,270,1700,2019,0.0,0.0,71.12000000000002
591,315_3000,1956,507,315,3000,2019,0.25920245398773,5.070000000000001,19.56
592,135_3300,415,166,135,3300,2019,0.4,1.6600000000000004,4.150000000000001
593,90_3100,1274,417,90,3100,2019,0.3273155416012558,4.170000000000001,12.740000000000002
594,225_2400,4290,0,225,2400,2019,0.0,0.0,42.900000000000006
595,315_3800,0,0,315,3800,2019,,0.0,0.0
596,270_3200,827,337,270,3200,2019,0.407496977025393,3.370000000000001,8.270000000000001
597,180_3200,694,177,180,3200,2019,0.255043227665706,1.7700000000000002,6.940000000000001
598,0_2300,5476,2,0,2300,2019,0.0003652300949598,0.02,54.76000000000001
599,180_1700,6925,0,180,1700,2019,0.0,0.0,69.25000000000001
600,225_3000,1344,113,225,3000,2019,0.0840773809523809,1.13,13.440000000000005
601,90_2400,5069,4,90,2400,2019,0.0007891102781613,0.04,50.69000000000001
602,135_2400,4815,0,135,2400,2019,0.0,0.0,48.15000000000001
603,315_2100,6963,0,315,2100,2019,0.0,0.0,69.63000000000001
604,45_3400,235,127,45,3400,2019,0.5404255319148936,1.2700000000000002,2.3500000000000005
605,270_2300,6233,1,270,2300,2019,0.0001604363869725,0.01,62.33000000000001
606,225_1500,46006,0,225,1500,2019,0.0,0.0,460.0600000000001
607,225_3800,0,0,225,3800,2019,,0.0,0.0
608,315_2900,2481,280,315,2900,2019,0.1128577186618299,2.8000000000000007,24.81000000000001
609,315_1800,7739,0,315,1800,2019,0.0,0.0,77.39000000000001
610,45_1900,6281,0,45,1900,2019,0.0,0.0,62.81000000000001
611,180_2100,5619,1,180,2100,2019,0.0001779676098949,0.01,56.19000000000001
612,0_3500,70,33,0,3500,2019,0.4714285714285714,0.33,0.7000000000000002
613,180_2900,1697,43,180,2900,2019,0.0253388332351208,0.4300000000000001,16.970000000000002
614,90_3600,16,7,90,3600,2019,0.4375,0.07,0.16
615,135_3600,7,2,135,3600,2019,0.2857142857142857,0.02,0.07
616,45_4500,0,0,45,4500,2019,,0.0,0.0
617,315_3300,603,319,315,3300,2019,0.5290215588723052,3.190000000000001,6.030000000000001
618,45_2200,5592,0,45,2200,2019,0.0,0.0,55.92000000000001
619,225_2700,3236,7,225,2700,2019,0.0021631644004944,0.07,32.36000000000001
620,270_3500,50,17,270,3500,2019,0.34,0.17,0.5000000000000001
621,180_3100,939,152,180,3100,2019,0.161874334398296,1.5200000000000002,9.390000000000002
622,180_1600,7358,0,180,1600,2019,0.0,0.0,73.58000000000001
623,0_4500,0,0,0,4500,2019,,0.0,0.0
624,180_3900,0,0,180,3900,2019,,0.0,0.0
625,0_2200,5614,0,0,2200,2019,0.0,0.0,56.14000000000001
626,90_2500,4447,2,90,2500,2019,0.0004497413986957,0.02,44.470000000000006
627,315_2000,7244,0,315,2000,2019,0.0,0.0,72.44000000000001
628,135_2300,5492,1,135,2300,2019,0.0001820830298616,0.01,54.92000000000001
629,270_2200,6373,0,270,2200,2019,0.0,0.0,63.73000000000001
630,270_4500,0,0,270,4500,2019,,0.0,0.0
631,45_3300,524,260,45,3300,2019,0.4961832061068702,2.6000000000000005,5.240000000000001
632,90_4000,0,0,90,4000,2019,,0.0,0.0
633,225_3700,2,0,225,3700,2019,0.0,0.0,0.02
634,315_2800,3213,144,315,2800,2019,0.0448179271708683,1.4400000000000004,32.13000000000001
635,315_1700,8090,0,315,1700,2019,0.0,0.0,80.90000000000002
636,45_1800,6573,0,45,1800,2019,0.0,0.0,65.73000000000002
637,180_2000,6074,0,180,2000,2019,0.0,0.0,60.74000000000001
638,0_3400,245,129,0,3400,2019,0.5265306122448979,1.2900000000000005,2.4500000000000006
639,0_1900,6671,0,0,1900,2019,0.0,0.0,66.71000000000001
640,180_2800,2162,18,180,2800,2019,0.0083256244218316,0.18,21.620000000000005
641,90_3700,7,3,90,3700,2019,0.4285714285714285,0.03,0.07
642,135_3500,60,30,135,3500,2019,0.5,0.3,0.6000000000000001
643,270_1900,7123,0,270,1900,2019,0.0,0.0,71.23000000000002
644,315_3200,1001,490,315,3200,2019,0.4895104895104895,4.900000000000001,10.010000000000002
645,270_3400,189,83,270,3400,2019,0.4391534391534391,0.8300000000000002,1.8900000000000003
646,45_2100,5815,0,45,2100,2019,0.0,0.0,58.15000000000001
647,225_2600,3790,3,225,2600,2019,0.0007915567282321,0.03,37.900000000000006
648,225_1700,5538,0,225,1700,2020,0.0,0.0,55.38000000000001
649,45_2500,4676,4,45,2500,2020,0.0008554319931565,0.04,46.76000000000001
650,180_3400,166,48,180,3400,2020,0.2891566265060241,0.4800000000000001,1.6600000000000004
651,135_2600,3802,0,135,2600,2020,0.0,0.0,38.02000000000001
652,0_2900,2531,586,0,2900,2020,0.2315290399051758,5.860000000000001,25.31000000000001
653,180_1900,6190,0,180,1900,2020,0.0,0.0,61.90000000000001
654,0_2100,6027,0,0,2100,2020,0.0,0.0,60.27000000000001
655,90_2200,6087,0,90,2200,2020,0.0,0.0,60.87000000000001
656,90_4500,0,0,90,4500,2020,,0.0,0.0
657,315_2300,6179,0,315,2300,2020,0.0,0.0,61.79000000000001
658,270_2500,5218,0,270,2500,2020,0.0,0.0,52.18000000000001
659,225_3200,634,133,225,3200,2020,0.2097791798107255,1.3300000000000003,6.340000000000002
660,270_4000,0,0,270,4000,2020,,0.0,0.0
661,225_2900,1838,18,225,2900,2020,0.0097932535364526,0.18,18.380000000000003
662,180_2300,4910,0,180,2300,2020,0.0,0.0,49.10000000000001
663,45_3600,9,7,45,3600,2020,0.7777777777777778,0.07,0.09
664,135_1500,59259,0,135,1500,2020,0.0,0.0,592.5900000000001
665,135_3800,1,0,135,3800,2020,0.0,0.0,0.01
666,0_1800,6962,0,0,1800,2020,0.0,0.0,69.62000000000002
667,90_1900,6982,0,90,1900,2020,0.0,0.0,69.82000000000001
668,135_3000,1384,72,135,3000,2020,0.0520231213872832,0.7200000000000002,13.840000000000003
669,0_3300,586,380,0,3300,2020,0.6484641638225256,3.8000000000000007,5.860000000000001
670,270_3700,5,3,270,3700,2020,0.6,0.03,0.05
671,90_3400,206,122,90,3400,2020,0.5922330097087378,1.2200000000000002,2.0600000000000005
672,315_3500,72,54,315,3500,2020,0.75,0.5400000000000001,0.7200000000000002
673,225_2100,4810,0,225,2100,2020,0.0,0.0,48.10000000000001
674,225_3900,0,0,225,3900,2020,,0.0,0.0
675,45_2400,4792,2,45,2400,2020,0.0004173622704507,0.02,47.92000000000001
676,180_3300,429,124,180,3300,2020,0.289044289044289,1.2400000000000002,4.290000000000001
677,180_1800,6640,0,180,1800,2020,0.0,0.0,66.40000000000002
678,0_2800,3238,289,0,2800,2020,0.0892526250772081,2.890000000000001,32.38000000000001
679,135_4000,0,0,135,4000,2020,,0.0,0.0
680,135_2500,4361,3,135,2500,2020,0.0006879156156844,0.03,43.61000000000001
681,0_2000,6474,0,0,2000,2020,0.0,0.0,64.74000000000001
682,90_2300,5643,1,90,2300,2020,0.0001772107035264,0.01,56.430000000000014
683,315_2200,6775,0,315,2200,2020,0.0,0.0,67.75000000000001
684,315_4500,0,0,315,4500,2020,,0.0,0.0
685,270_2400,5870,0,270,2400,2020,0.0,0.0,58.70000000000001
686,225_1600,5779,0,225,1600,2020,0.0,0.0,57.79000000000001
687,225_3100,1007,152,225,3100,2020,0.1509433962264151,1.5200000000000002,10.070000000000002
688,225_2800,2465,4,225,2800,2020,0.0016227180527383,0.04,24.65000000000001
689,180_4500,0,0,180,4500,2020,,0.0,0.0
690,180_2200,5159,0,180,2200,2020,0.0,0.0,51.59000000000001
691,45_3500,63,35,45,3500,2020,0.5555555555555556,0.3500000000000001,0.6300000000000001
692,135_3700,5,5,135,3700,2020,1.0,0.05,0.05
693,0_1700,7320,0,0,1700,2020,0.0,0.0,73.20000000000002
694,90_3500,64,42,90,3500,2020,0.65625,0.4200000000000001,0.6400000000000001
695,0_3200,1035,700,0,3200,2020,0.6763285024154589,7.000000000000002,10.35
696,45_2300,5331,0,45,2300,2020,0.0,0.0,53.31000000000001
697,315_3400,228,140,315,3400,2020,0.6140350877192983,1.4000000000000004,2.28
698,270_3600,6,3,270,3600,2020,0.5,0.03,0.06
699,225_2000,4969,0,225,2000,2020,0.0,0.0,49.69000000000001
700,315_1900,7684,0,315,1900,2020,0.0,0.0,76.84000000000002
701,45_2700,3600,46,45,2700,2020,0.0127777777777777,0.4600000000000001,36.00000000000001
702,225_1900,5318,0,225,1900,2020,0.0,0.0,53.18000000000001
703,135_2800,2477,6,135,2800,2020,0.0024222850222042,0.06,24.770000000000003
704,180_3600,14,3,180,3600,2020,0.2142857142857142,0.03,0.14
705,0_2700,3882,65,0,2700,2020,0.0167439464193714,0.6500000000000001,38.82000000000001
706,135_2000,6408,0,135,2000,2020,0.0,0.0,64.08000000000001
707,90_2800,2628,24,90,2800,2020,0.0091324200913242,0.24,26.280000000000005
708,270_2700,3510,4,270,2700,2020,0.0011396011396011,0.04,35.10000000000001
709,315_4000,0,0,315,4000,2020,,0.0,0.0
710,90_2000,6674,0,90,2000,2020,0.0,0.0,66.74000000000001
711,315_2500,4876,1,315,2500,2020,0.0002050861361771,0.01,48.76000000000001
712,45_3000,1749,534,45,3000,2020,0.3053173241852487,5.340000000000001,17.490000000000002
713,225_3400,187,39,225,3400,2020,0.2085561497326203,0.39,1.8700000000000003
714,180_4000,0,0,180,4000,2020,,0.0,0.0
715,45_1500,51439,0,45,1500,2020,0.0,0.0,514.3900000000001
716,45_3800,0,0,45,3800,2020,,0.0,0.0
717,135_1700,7230,0,135,1700,2020,0.0,0.0,72.30000000000001
718,180_2500,3733,0,180,2500,2020,0.0,0.0,37.330000000000005
719,0_1600,7916,0,0,1600,2020,0.0,0.0,79.16000000000001
720,0_3900,0,0,0,3900,2020,,0.0,0.0
721,135_3200,775,288,135,3200,2020,0.3716129032258065,2.880000000000001,7.750000000000002
722,270_1600,6992,0,270,1600,2020,0.0,0.0,69.92000000000002
723,90_1700,6826,0,90,1700,2020,0.0,0.0,68.26000000000002
724,0_3100,1406,836,0,3100,2020,0.5945945945945946,8.360000000000001,14.060000000000002
725,270_3900,0,0,270,3900,2020,,0.0,0.0
726,90_3200,897,414,90,3200,2020,0.4615384615384615,4.140000000000001,8.970000000000002
727,315_3700,5,4,315,3700,2020,0.8,0.04,0.05
728,225_2300,4678,0,225,2300,2020,0.0,0.0,46.78000000000001
729,270_3100,1147,348,270,3100,2020,0.3034001743679163,3.480000000000001,11.470000000000002
730,225_1800,5458,0,225,1800,2020,0.0,0.0,54.58000000000001
731,45_2600,4047,10,45,2600,2020,0.0024709661477637,0.1,40.470000000000006
732,0_2600,4177,11,0,2600,2020,0.0026334689968877,0.11,41.77000000000001
733,180_3500,59,26,180,3500,2020,0.4406779661016949,0.26,0.5900000000000001
734,135_2700,3038,2,135,2700,2020,0.0006583278472679,0.02,30.38000000000001
735,90_2900,2018,93,90,2900,2020,0.0460852329038652,0.9300000000000002,20.180000000000003
736,270_2600,4549,0,270,2600,2020,0.0,0.0,45.49000000000001
737,90_2100,6391,0,90,2100,2020,0.0,0.0,63.91000000000001
738,315_2400,5516,1,315,2400,2020,0.0001812907904278,0.01,55.16000000000001
739,225_3300,369,94,225,3300,2020,0.2547425474254742,0.9400000000000002,3.690000000000001
740,45_3700,2,1,45,3700,2020,0.5,0.01,0.02
741,0_1500,65981,0,0,1500,2020,0.0,0.0,659.8100000000002
742,180_2400,4275,0,180,2400,2020,0.0,0.0,42.75000000000001
743,135_3900,0,0,135,3900,2020,,0.0,0.0
744,135_1600,7489,0,135,1600,2020,0.0,0.0,74.89000000000001
745,0_3800,0,0,0,3800,2020,,0.0,0.0
746,135_3100,1097,228,135,3100,2020,0.2078395624430264,2.28,10.970000000000002
747,90_1800,6895,0,90,1800,2020,0.0,0.0,68.95000000000002
748,270_1500,50205,0,270,1500,2020,0.0,0.0,502.0500000000001
749,270_3800,3,3,270,3800,2020,1.0,0.03,0.03
750,90_3300,543,268,90,3300,2020,0.4935543278084714,2.6800000000000006,5.4300000000000015
751,0_3000,1980,843,0,3000,2020,0.4257575757575758,8.430000000000001,19.800000000000004
752,315_3600,16,12,315,3600,2020,0.75,0.12,0.16
753,270_3000,1616,278,270,3000,2020,0.172029702970297,2.7800000000000007,16.160000000000004
754,45_4000,0,0,45,4000,2020,,0.0,0.0
755,225_4500,0,0,225,4500,2020,,0.0,0.0
756,225_2200,4853,0,225,2200,2020,0.0,0.0,48.53000000000001
757,45_2900,2271,368,45,2900,2020,0.162043152796125,3.6800000000000006,22.710000000000004
758,180_3000,1313,88,180,3000,2020,0.067022086824067,0.8800000000000001,13.130000000000004
759,0_2500,4419,6,0,2500,2020,0.0013577732518669,0.06,44.19000000000001
760,180_1500,59986,0,180,1500,2020,0.0,0.0,599.8600000000001
761,180_3800,0,0,180,3800,2020,,0.0,0.0
762,0_4000,0,0,0,4000,2020,,0.0,0.0
763,90_2600,3965,6,90,2600,2020,0.0015132408575031,0.06,39.650000000000006
764,135_2200,5791,0,135,2200,2020,0.0,0.0,57.91000000000001
765,135_4500,0,0,135,4500,2020,,0.0,0.0
766,270_2900,2202,105,270,2900,2020,0.047683923705722,1.0500000000000005,22.020000000000003
767,225_3600,9,1,225,3600,2020,0.1111111111111111,0.01,0.09
768,45_3200,931,558,45,3200,2020,0.5993555316863588,5.580000000000001,9.310000000000002
769,315_2700,3813,18,315,2700,2020,0.004720692368214,0.18,38.13000000000001
770,270_2100,6600,0,270,2100,2020,0.0,0.0,66.00000000000001
771,315_1600,8359,0,315,1600,2020,0.0,0.0,83.59000000000002
772,45_1700,6635,0,45,1700,2020,0.0,0.0,66.35000000000001
773,0_3700,6,6,0,3700,2020,1.0,0.06,0.06
774,180_2700,2778,1,180,2700,2020,0.0003599712023038,0.01,27.780000000000005
775,135_1900,6908,0,135,1900,2020,0.0,0.0,69.08000000000001
776,270_1800,7185,0,270,1800,2020,0.0,0.0,71.85000000000001
777,225_4000,0,0,225,4000,2020,,0.0,0.0
778,90_1500,49138,0,90,1500,2020,0.0,0.0,491.3800000000001
779,90_3800,1,1,90,3800,2020,1.0,0.01,0.01
780,315_3100,1502,705,315,3100,2020,0.4693741677762982,7.050000000000002,15.020000000000003
781,135_3400,178,63,135,3400,2020,0.3539325842696629,0.6300000000000001,1.7800000000000002
782,225_2500,4185,0,225,2500,2020,0.0,0.0,41.85000000000001
783,270_3300,477,227,270,3300,2020,0.4758909853249476,2.2700000000000005,4.770000000000001
784,45_2000,6015,0,45,2000,2020,0.0,0.0,60.15000000000001
785,90_3000,1535,234,90,3000,2020,0.152442996742671,2.3400000000000003,15.350000000000003
786,315_3900,0,0,315,3900,2020,,0.0,0.0
787,45_2800,2875,160,45,2800,2020,0.0556521739130434,1.6000000000000003,28.750000000000007
788,135_2900,1850,39,135,2900,2020,0.021081081081081,0.39,18.500000000000004
789,0_2400,4887,1,0,2400,2020,0.0002046245140167,0.01,48.87000000000001
790,180_3700,3,1,180,3700,2020,0.3333333333333333,0.01,0.03
791,135_2100,5999,0,135,2100,2020,0.0,0.0,59.99000000000001
792,90_2700,3181,16,90,2700,2020,0.0050298648223828,0.16,31.81000000000001
793,270_2800,2817,18,270,2800,2020,0.0063897763578274,0.18,28.170000000000005
794,225_3500,59,24,225,3500,2020,0.4067796610169492,0.24,0.5900000000000001
795,45_3100,1432,680,45,3100,2020,0.4748603351955307,6.800000000000002,14.320000000000002
796,315_2600,4238,4,315,2600,2020,0.0009438414346389,0.04,42.38000000000001
797,270_2000,6859,0,270,2000,2020,0.0,0.0,68.59000000000002
798,315_1500,64359,1,315,1500,2020,1.5537842415202226e-05,0.01,643.5900000000001
799,45_3900,0,0,45,3900,2020,,0.0,0.0
800,45_1600,6683,0,45,1600,2020,0.0,0.0,66.83000000000001
801,135_1800,7094,0,135,1800,2020,0.0,0.0,70.94000000000001
802,0_3600,13,13,0,3600,2020,1.0,0.13,0.13
803,180_2600,3292,1,180,2600,2020,0.0003037667071688,0.01,32.92000000000001
804,90_1600,6756,0,90,1600,2020,0.0,0.0,67.56000000000002
805,90_3900,0,0,90,3900,2020,,0.0,0.0
806,270_1700,7112,0,270,1700,2020,0.0,0.0,71.12000000000002
807,315_3000,1956,561,315,3000,2020,0.2868098159509202,5.610000000000001,19.56
