,class,count,sum,aspect,elevation_below,year,percent_snow_cover,km2_snow,km2_all
808,135_3300,415,162,135,3300,2020,0.3903614457831325,1.6200000000000003,4.150000000000001
809,90_3100,1274,415,90,3100,2020,0.32574568288854,4.150000000000001,12.740000000000002
810,225_2400,4290,0,225,2400,2020,0.0,0.0,42.900000000000006
811,315_3800,0,0,315,3800,2020,,0.0,0.0
812,270_3200,827,333,270,3200,2020,0.4026602176541717,3.3300000000000005,8.270000000000001
813,180_3200,694,166,180,3200,2020,0.239193083573487,1.6600000000000004,6.940000000000001
814,0_2300,5476,1,0,2300,2020,0.0001826150474799,0.01,54.76000000000001
815,180_1700,6925,0,180,1700,2020,0.0,0.0,69.25000000000001
816,225_3000,1344,82,225,3000,2020,0.0610119047619047,0.8200000000000002,13.440000000000005
817,90_2400,5069,1,90,2400,2020,0.0001972775695403,0.01,50.69000000000001
818,135_2400,4815,0,135,2400,2020,0.0,0.0,48.15000000000001
819,315_2100,6963,0,315,2100,2020,0.0,0.0,69.63000000000001
820,45_3400,235,144,45,3400,2020,0.6127659574468085,1.4400000000000004,2.3500000000000005
821,270_2300,6233,0,270,2300,2020,0.0,0.0,62.33000000000001
822,225_1500,46006,0,225,1500,2020,0.0,0.0,460.0600000000001
823,225_3800,0,0,225,3800,2020,,0.0,0.0
824,315_2900,2481,272,315,2900,2020,0.109633212414349,2.7200000000000006,24.81000000000001
825,315_1800,7739,0,315,1800,2020,0.0,0.0,77.39000000000001
826,45_1900,6281,0,45,1900,2020,0.0,0.0,62.81000000000001
827,180_2100,5619,0,180,2100,2020,0.0,0.0,56.19000000000001
828,0_3500,70,47,0,3500,2020,0.6714285714285714,0.4700000000000001,0.7000000000000002
829,180_2900,1697,17,180,2900,2020,0.0100176782557454,0.17,16.970000000000002
830,90_3600,16,7,90,3600,2020,0.4375,0.07,0.16
831,135_3600,7,2,135,3600,2020,0.2857142857142857,0.02,0.07
832,45_4500,0,0,45,4500,2020,,0.0,0.0
833,315_3300,603,370,315,3300,2020,0.6135986733001658,3.7000000000000006,6.030000000000001
834,45_2200,5592,0,45,2200,2020,0.0,0.0,55.92000000000001
835,225_2700,3236,5,225,2700,2020,0.0015451174289245,0.05,32.36000000000001
836,270_3500,50,21,270,3500,2020,0.42,0.21,0.5000000000000001
837,180_3100,939,130,180,3100,2020,0.1384451544195953,1.3000000000000005,9.390000000000002
838,180_1600,7358,0,180,1600,2020,0.0,0.0,73.58000000000001
839,0_4500,0,0,0,4500,2020,,0.0,0.0
840,180_3900,0,0,180,3900,2020,,0.0,0.0
841,0_2200,5614,0,0,2200,2020,0.0,0.0,56.14000000000001
842,90_2500,4447,1,90,2500,2020,0.0002248706993478,0.01,44.470000000000006
843,315_2000,7244,0,315,2000,2020,0.0,0.0,72.44000000000001
844,135_2300,5492,1,135,2300,2020,0.0001820830298616,0.01,54.92000000000001
845,270_2200,6373,0,270,2200,2020,0.0,0.0,63.73000000000001
846,270_4500,0,0,270,4500,2020,,0.0,0.0
847,45_3300,524,290,45,3300,2020,0.5534351145038168,2.9000000000000004,5.240000000000001
848,90_4000,0,0,90,4000,2020,,0.0,0.0
849,225_3700,2,0,225,3700,2020,0.0,0.0,0.02
850,315_2800,3213,103,315,2800,2020,0.032057267351385,1.0300000000000002,32.13000000000001
851,315_1700,8090,0,315,1700,2020,0.0,0.0,80.90000000000002
852,45_1800,6573,0,45,1800,2020,0.0,0.0,65.73000000000002
853,180_2000,6074,0,180,2000,2020,0.0,0.0,60.74000000000001
854,0_3400,245,166,0,3400,2020,0.6775510204081633,1.6600000000000004,2.4500000000000006
855,0_1900,6671,0,0,1900,2020,0.0,0.0,66.71000000000001
856,180_2800,2162,2,180,2800,2020,0.0009250693802035,0.02,21.620000000000005
857,90_3700,7,3,90,3700,2020,0.4285714285714285,0.03,0.07
858,135_3500,60,35,135,3500,2020,0.5833333333333334,0.3500000000000001,0.6000000000000001
859,270_1900,7123,0,270,1900,2020,0.0,0.0,71.23000000000002
860,315_3200,1001,554,315,3200,2020,0.5534465534465535,5.540000000000001,10.010000000000002
861,270_3400,189,89,270,3400,2020,0.4708994708994709,0.8900000000000001,1.8900000000000003
862,45_2100,5815,0,45,2100,2020,0.0,0.0,58.15000000000001
863,225_2600,3790,0,225,2600,2020,0.0,0.0,37.900000000000006
864,225_1700,5538,0,225,1700,2021,0.0,0.0,55.38000000000001
865,45_2500,4676,3,45,2500,2021,0.0006415739948674,0.03,46.76000000000001
866,180_3400,166,53,180,3400,2021,0.3192771084337349,0.5300000000000001,1.6600000000000004
867,135_2600,3802,1,135,2600,2021,0.0002630194634402,0.01,38.02000000000001
868,0_2900,2531,559,0,2900,2021,0.2208613196365073,5.590000000000001,25.31000000000001
869,180_1900,6190,0,180,1900,2021,0.0,0.0,61.90000000000001
870,0_2100,6027,0,0,2100,2021,0.0,0.0,60.27000000000001
871,90_2200,6087,0,90,2200,2021,0.0,0.0,60.87000000000001
872,90_4500,0,0,90,4500,2021,,0.0,0.0
873,315_2300,6179,0,315,2300,2021,0.0,0.0,61.79000000000001
874,270_2500,5218,0,270,2500,2021,0.0,0.0,52.18000000000001
875,225_3200,634,158,225,3200,2021,0.2492113564668769,1.5800000000000003,6.340000000000002
876,270_4000,0,0,270,4000,2021,,0.0,0.0
877,225_2900,1838,32,225,2900,2021,0.0174102285092491,0.32,18.380000000000003
878,180_2300,4910,0,180,2300,2021,0.0,0.0,49.10000000000001
879,45_3600,9,7,45,3600,2021,0.7777777777777778,0.07,0.09
880,135_1500,59259,0,135,1500,2021,0.0,0.0,592.5900000000001
881,135_3800,1,0,135,3800,2021,0.0,0.0,0.01
882,0_1800,6962,0,0,1800,2021,0.0,0.0,69.62000000000002
883,90_1900,6982,0,90,1900,2021,0.0,0.0,69.82000000000001
884,135_3000,1384,86,135,3000,2021,0.0621387283236994,0.8600000000000002,13.840000000000003
885,0_3300,586,378,0,3300,2021,0.6450511945392492,3.7800000000000007,5.860000000000001
886,270_3700,5,3,270,3700,2021,0.6,0.03,0.05
887,90_3400,206,123,90,3400,2021,0.5970873786407767,1.2300000000000002,2.0600000000000005
888,315_3500,72,48,315,3500,2021,0.6666666666666666,0.4800000000000001,0.7200000000000002
889,225_2100,4810,0,225,2100,2021,0.0,0.0,48.10000000000001
890,225_3900,0,0,225,3900,2021,,0.0,0.0
891,45_2400,4792,2,45,2400,2021,0.0004173622704507,0.02,47.92000000000001
892,180_3300,429,143,180,3300,2021,0.3333333333333333,1.4300000000000004,4.290000000000001
893,180_1800,6640,0,180,1800,2021,0.0,0.0,66.40000000000002
894,0_2800,3238,329,0,2800,2021,0.1016059295861643,3.2900000000000005,32.38000000000001
895,135_4000,0,0,135,4000,2021,,0.0,0.0
896,135_2500,4361,2,135,2500,2021,0.0004586104104563,0.02,43.61000000000001
897,0_2000,6474,0,0,2000,2021,0.0,0.0,64.74000000000001
898,90_2300,5643,0,90,2300,2021,0.0,0.0,56.430000000000014
899,315_2200,6775,0,315,2200,2021,0.0,0.0,67.75000000000001
900,315_4500,0,0,315,4500,2021,,0.0,0.0
901,270_2400,5870,0,270,2400,2021,0.0,0.0,58.70000000000001
902,225_1600,5779,0,225,1600,2021,0.0,0.0,57.79000000000001
903,225_3100,1007,191,225,3100,2021,0.1896722939424031,1.9100000000000004,10.070000000000002
904,225_2800,2465,10,225,2800,2021,0.0040567951318458,0.1,24.65000000000001
905,180_4500,0,0,180,4500,2021,,0.0,0.0
906,180_2200,5159,0,180,2200,2021,0.0,0.0,51.59000000000001
907,45_3500,63,37,45,3500,2021,0.5873015873015873,0.37,0.6300000000000001
908,135_3700,5,5,135,3700,2021,1.0,0.05,0.05
909,0_1700,7320,0,0,1700,2021,0.0,0.0,73.20000000000002
910,90_3500,64,44,90,3500,2021,0.6875,0.44,0.6400000000000001
911,0_3200,1035,678,0,3200,2021,0.6550724637681159,6.780000000000001,10.35
912,45_2300,5331,0,45,2300,2021,0.0,0.0,53.31000000000001
913,315_3400,228,129,315,3400,2021,0.5657894736842105,1.2900000000000005,2.28
914,270_3600,6,3,270,3600,2021,0.5,0.03,0.06
915,225_2000,4969,0,225,2000,2021,0.0,0.0,49.69000000000001
916,315_1900,7684,0,315,1900,2021,0.0,0.0,76.84000000000002
917,45_2700,3600,68,45,2700,2021,0.0188888888888888,0.6800000000000002,36.00000000000001
918,225_1900,5318,0,225,1900,2021,0.0,0.0,53.18000000000001
919,135_2800,2477,14,135,2800,2021,0.0056519983851433,0.14,24.770000000000003
920,180_3600,14,4,180,3600,2021,0.2857142857142857,0.04,0.14
921,0_2700,3882,88,0,2700,2021,0.0226687274600721,0.8800000000000001,38.82000000000001
922,135_2000,6408,0,135,2000,2021,0.0,0.0,64.08000000000001
923,90_2800,2628,39,90,2800,2021,0.0148401826484018,0.39,26.280000000000005
924,270_2700,3510,14,270,2700,2021,0.0039886039886039,0.14,35.10000000000001
925,315_4000,0,0,315,4000,2021,,0.0,0.0
926,90_2000,6674,0,90,2000,2021,0.0,0.0,66.74000000000001
927,315_2500,4876,1,315,2500,2021,0.0002050861361771,0.01,48.76000000000001
928,45_3000,1749,539,45,3000,2021,0.3081761006289308,5.3900000000000015,17.490000000000002
929,225_3400,187,47,225,3400,2021,0.2513368983957219,0.4700000000000001,1.8700000000000003
930,180_4000,0,0,180,4000,2021,,0.0,0.0
931,45_1500,51439,0,45,1500,2021,0.0,0.0,514.3900000000001
932,45_3800,0,0,45,3800,2021,,0.0,0.0
933,135_1700,7230,0,135,1700,2021,0.0,0.0,72.30000000000001
934,180_2500,3733,0,180,2500,2021,0.0,0.0,37.330000000000005
935,0_1600,7916,0,0,1600,2021,0.0,0.0,79.16000000000001
936,0_3900,0,0,0,3900,2021,,0.0,0.0
937,135_3200,775,326,135,3200,2021,0.4206451612903226,3.2600000000000007,7.750000000000002
938,270_1600,6992,0,270,1600,2021,0.0,0.0,69.92000000000002
939,90_1700,6826,0,90,1700,2021,0.0,0.0,68.26000000000002
940,0_3100,1406,810,0,3100,2021,0.5761024182076814,8.100000000000001,14.060000000000002
941,270_3900,0,0,270,3900,2021,,0.0,0.0
942,90_3200,897,450,90,3200,2021,0.5016722408026756,4.500000000000001,8.970000000000002
943,315_3700,5,4,315,3700,2021,0.8,0.04,0.05
944,225_2300,4678,0,225,2300,2021,0.0,0.0,46.78000000000001
945,270_3100,1147,378,270,3100,2021,0.3295553618134263,3.7800000000000007,11.470000000000002
946,225_1800,5458,0,225,1800,2021,0.0,0.0,54.58000000000001
947,45_2600,4047,11,45,2600,2021,0.0027180627625401,0.11,40.470000000000006
948,0_2600,4177,14,0,2600,2021,0.0033516878142207,0.14,41.77000000000001
949,180_3500,59,32,180,3500,2021,0.5423728813559322,0.32,0.5900000000000001
950,135_2700,3038,5,135,2700,2021,0.0016458196181698,0.05,30.38000000000001
951,90_2900,2018,102,90,2900,2021,0.0505450941526263,1.0200000000000002,20.180000000000003
952,270_2600,4549,3,270,2600,2021,0.000659485601231,0.03,45.49000000000001
953,90_2100,6391,0,90,2100,2021,0.0,0.0,63.91000000000001
954,315_2400,5516,0,315,2400,2021,0.0,0.0,55.16000000000001
955,225_3300,369,110,225,3300,2021,0.2981029810298103,1.1000000000000003,3.690000000000001
956,45_3700,2,1,45,3700,2021,0.5,0.01,0.02
957,0_1500,65981,0,0,1500,2021,0.0,0.0,659.8100000000002
958,180_2400,4275,1,180,2400,2021,0.0002339181286549,0.01,42.75000000000001
959,135_3900,0,0,135,3900,2021,,0.0,0.0
960,135_1600,7489,0,135,1600,2021,0.0,0.0,74.89000000000001
961,0_3800,0,0,0,3800,2021,,0.0,0.0
962,135_3100,1097,261,135,3100,2021,0.2379216043755697,2.6100000000000003,10.970000000000002
963,90_1800,6895,0,90,1800,2021,0.0,0.0,68.95000000000002
964,270_1500,50205,0,270,1500,2021,0.0,0.0,502.0500000000001
965,270_3800,3,3,270,3800,2021,1.0,0.03,0.03
966,90_3300,543,291,90,3300,2021,0.5359116022099447,2.9100000000000006,5.4300000000000015
967,0_3000,1980,814,0,3000,2021,0.4111111111111111,8.140000000000002,19.800000000000004
968,315_3600,16,10,315,3600,2021,0.625,0.1,0.16
969,270_3000,1616,305,270,3000,2021,0.1887376237623762,3.0500000000000007,16.160000000000004
970,45_4000,0,0,45,4000,2021,,0.0,0.0
971,225_4500,0,0,225,4500,2021,,0.0,0.0
972,225_2200,4853,0,225,2200,2021,0.0,0.0,48.53000000000001
973,45_2900,2271,386,45,2900,2021,0.1699691765741963,3.8600000000000008,22.710000000000004
974,180_3000,1313,101,180,3000,2021,0.0769230769230769,1.0100000000000002,13.130000000000004
975,0_2500,4419,6,0,2500,2021,0.0013577732518669,0.06,44.19000000000001
976,180_1500,59986,0,180,1500,2021,0.0,0.0,599.8600000000001
977,180_3800,0,0,180,3800,2021,,0.0,0.0
978,0_4000,0,0,0,4000,2021,,0.0,0.0
979,90_2600,3965,6,90,2600,2021,0.0015132408575031,0.06,39.650000000000006
980,135_2200,5791,0,135,2200,2021,0.0,0.0,57.91000000000001
981,135_4500,0,0,135,4500,2021,,0.0,0.0
982,270_2900,2202,135,270,2900,2021,0.0613079019073569,1.3500000000000003,22.020000000000003
983,225_3600,9,1,225,3600,2021,0.1111111111111111,0.01,0.09
984,45_3200,931,556,45,3200,2021,0.5972073039742213,5.560000000000001,9.310000000000002
985,315_2700,3813,34,315,2700,2021,0.008916863362182,0.3400000000000001,38.13000000000001
986,270_2100,6600,0,270,2100,2021,0.0,0.0,66.00000000000001
987,315_1600,8359,0,315,1600,2021,0.0,0.0,83.59000000000002
988,45_1700,6635,0,45,1700,2021,0.0,0.0,66.35000000000001
989,0_3700,6,4,0,3700,2021,0.6666666666666666,0.04,0.06
990,180_2700,2778,2,180,2700,2021,0.0007199424046076,0.02,27.780000000000005
991,135_1900,6908,0,135,1900,2021,0.0,0.0,69.08000000000001
992,270_1800,7185,0,270,1800,2021,0.0,0.0,71.85000000000001
993,225_4000,0,0,225,4000,2021,,0.0,0.0
994,90_1500,49138,0,90,1500,2021,0.0,0.0,491.3800000000001
995,90_3800,1,0,90,3800,2021,0.0,0.0,0.01
996,315_3100,1502,678,315,3100,2021,0.4513981358189081,6.780000000000001,15.020000000000003
997,135_3400,178,65,135,3400,2021,0.3651685393258427,0.6500000000000001,1.7800000000000002
998,225_2500,4185,1,225,2500,2021,0.0002389486260454,0.01,41.85000000000001
999,270_3300,477,244,270,3300,2021,0.5115303983228512,2.4400000000000004,4.770000000000001
1000,45_2000,6015,0,45,2000,2021,0.0,0.0,60.15000000000001
1001,90_3000,1535,237,90,3000,2021,0.1543973941368078,2.370000000000001,15.350000000000003
1002,315_3900,0,0,315,3900,2021,,0.0,0.0
1003,45_2800,2875,190,45,2800,2021,0.0660869565217391,1.9000000000000004,28.750000000000007
1004,135_2900,1850,58,135,2900,2021,0.0313513513513513,0.5800000000000001,18.500000000000004
1005,0_2400,4887,0,0,2400,2021,0.0,0.0,48.87000000000001
1006,180_3700,3,1,180,3700,2021,0.3333333333333333,0.01,0.03
1007,135_2100,5999,0,135,2100,2021,0.0,0.0,59.99000000000001
1008,90_2700,3181,17,90,2700,2021,0.0053442313737818,0.17,31.81000000000001
1009,270_2800,2817,37,270,2800,2021,0.0131345402910898,0.37,28.170000000000005
1010,225_3500,59,21,225,3500,2021,0.3559322033898305,0.21,0.5900000000000001
1011,45_3100,1432,713,45,3100,2021,0.4979050279329609,7.130000000000002,14.320000000000002
1012,315_2600,4238,5,315,2600,2021,0.0011798017932987,0.05,42.38000000000001
1013,270_2000,6859,0,270,2000,2021,0.0,0.0,68.59000000000002
1014,315_1500,64359,0,315,1500,2021,0.0,0.0,643.5900000000001
1015,45_3900,0,0,45,3900,2021,,0.0,0.0
1016,45_1600,6683,0,45,1600,2021,0.0,0.0,66.83000000000001
1017,135_1800,7094,0,135,1800,2021,0.0,0.0,70.94000000000001
1018,0_3600,13,10,0,3600,2021,0.7692307692307693,0.1,0.13
1019,180_2600,3292,2,180,2600,2021,0.0006075334143377,0.02,32.92000000000001
1020,90_1600,6756,0,90,1600,2021,0.0,0.0,67.56000000000002
1021,90_3900,0,0,90,3900,2021,,0.0,0.0
1022,270_1700,7112,0,270,1700,2021,0.0,0.0,71.12000000000002
1023,315_3000,1956,555,315,3000,2021,0.2837423312883436,5.550000000000001,19.56
1024,135_3300,415,184,135,3300,2021,0.4433734939759036,1.8400000000000003,4.150000000000001
1025,90_3100,1274,449,90,3100,2021,0.3524332810047095,4.490000000000001,12.740000000000002
1026,225_2400,4290,1,225,2400,2021,0.0002331002331002,0.01,42.900000000000006
1027,315_3800,0,0,315,3800,2021,,0.0,0.0
1028,270_3200,827,374,270,3200,2021,0.4522370012091898,3.7400000000000007,8.270000000000001
1029,180_3200,694,183,180,3200,2021,0.2636887608069164,1.8300000000000003,6.940000000000001
1030,0_2300,5476,1,0,2300,2021,0.0001826150474799,0.01,54.76000000000001
1031,180_1700,6925,0,180,1700,2021,0.0,0.0,69.25000000000001
1032,225_3000,1344,102,225,3000,2021,0.0758928571428571,1.0200000000000002,13.440000000000005
1033,90_2400,5069,2,90,2400,2021,0.0003945551390806,0.02,50.69000000000001
1034,135_2400,4815,1,135,2400,2021,0.0002076843198338,0.01,48.15000000000001
1035,315_2100,6963,0,315,2100,2021,0.0,0.0,69.63000000000001
1036,45_3400,235,142,45,3400,2021,0.6042553191489362,1.4200000000000004,2.3500000000000005
1037,270_2300,6233,0,270,2300,2021,0.0,0.0,62.33000000000001
1038,225_1500,46006,0,225,1500,2021,0.0,0.0,460.0600000000001
1039,225_3800,0,0,225,3800,2021,,0.0,0.0
1040,315_2900,2481,293,315,2900,2021,0.1180975413139863,2.9300000000000006,24.81000000000001
1041,315_1800,7739,0,315,1800,2021,0.0,0.0,77.39000000000001
1042,45_1900,6281,0,45,1900,2021,0.0,0.0,62.81000000000001
1043,180_2100,5619,0,180,2100,2021,0.0,0.0,56.19000000000001
1044,0_3500,70,39,0,3500,2021,0.5571428571428572,0.39,0.7000000000000002
1045,180_2900,1697,25,180,2900,2021,0.0147318797878609,0.25,16.970000000000002
1046,90_3600,16,11,90,3600,2021,0.6875,0.11,0.16
1047,135_3600,7,3,135,3600,2021,0.4285714285714285,0.03,0.07
1048,45_4500,0,0,45,4500,2021,,0.0,0.0
1049,315_3300,603,348,315,3300,2021,0.5771144278606966,3.480000000000001,6.030000000000001
1050,45_2200,5592,0,45,2200,2021,0.0,0.0,55.92000000000001
1051,225_2700,3236,5,225,2700,2021,0.0015451174289245,0.05,32.36000000000001
1052,270_3500,50,21,270,3500,2021,0.42,0.21,0.5000000000000001
1053,180_3100,939,148,180,3100,2021,0.1576144834930777,1.4800000000000002,9.390000000000002
1054,180_1600,7358,0,180,1600,2021,0.0,0.0,73.58000000000001
1055,0_4500,0,0,0,4500,2021,,0.0,0.0
1056,180_3900,0,0,180,3900,2021,,0.0,0.0
1057,0_2200,5614,0,0,2200,2021,0.0,0.0,56.14000000000001
1058,90_2500,4447,0,90,2500,2021,0.0,0.0,44.470000000000006
1059,315_2000,7244,0,315,2000,2021,0.0,0.0,72.44000000000001
1060,135_2300,5492,2,135,2300,2021,0.0003641660597232,0.02,54.92000000000001
1061,270_2200,6373,0,270,2200,2021,0.0,0.0,63.73000000000001
1062,270_4500,0,0,270,4500,2021,,0.0,0.0
1063,45_3300,524,299,45,3300,2021,0.5706106870229007,2.9900000000000007,5.240000000000001
1064,90_4000,0,0,90,4000,2021,,0.0,0.0
1065,225_3700,2,0,225,3700,2021,0.0,0.0,0.02
1066,315_2800,3213,136,315,2800,2021,0.0423280423280423,1.3600000000000003,32.13000000000001
1067,315_1700,8090,0,315,1700,2021,0.0,0.0,80.90000000000002
1068,45_1800,6573,0,45,1800,2021,0.0,0.0,65.73000000000002
1069,180_2000,6074,0,180,2000,2021,0.0,0.0,60.74000000000001
1070,0_3400,245,151,0,3400,2021,0.6163265306122448,1.5100000000000002,2.4500000000000006
1071,0_1900,6671,0,0,1900,2021,0.0,0.0,66.71000000000001
1072,180_2800,2162,5,180,2800,2021,0.0023126734505087,0.05,21.620000000000005
1073,90_3700,7,4,90,3700,2021,0.5714285714285714,0.04,0.07
1074,135_3500,60,36,135,3500,2021,0.6,0.3600000000000001,0.6000000000000001
1075,270_1900,7123,0,270,1900,2021,0.0,0.0,71.23000000000002
1076,315_3200,1001,546,315,3200,2021,0.5454545454545454,5.460000000000001,10.010000000000002
1077,270_3400,189,92,270,3400,2021,0.4867724867724867,0.9200000000000002,1.8900000000000003
1078,45_2100,5815,0,45,2100,2021,0.0,0.0,58.15000000000001
1079,225_2600,3790,1,225,2600,2021,0.000263852242744,0.01,37.900000000000006
